German, English,word_id,img
"der Ringfinger,-",ring finger,414,None
"der kleine Finger",pinkey,415,None
"der Mittelfinger,-",middle finger,416,None
"der Ringfinger,-",ring finger,417,None
"der Zeigefinger,-",pointer,418,None
"der Daumen,-",thumb,419,None
"die Handfläche,-n",palm,420,None
"das Handgelenk,-e",wrist,421,None
"der Nagel,-:",nail,422,None
"der Handknöchel,-",finger bone,423,None
"die Faust,-:e",fist,424,None

